tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,tech_support,streaming_tv,num_complaints,satisfaction_score,churned
36,163.22015796058153,2365.6124493450293,0,1,1,0,0,8,3,0
57,166.38369708747908,121.5632681167215,2,3,1,1,0,8,3,0
43,133.01815831921607,5148.005993917987,0,2,2,0,0,1,2,0
28,46.69582587160007,7678.953479036468,1,3,2,0,0,8,1,0
59,78.80942308255429,1338.7119804817692,2,3,1,1,1,2,2,1
29,91.59348044267925,5374.593627166205,0,2,2,0,1,6,1,0
38,103.78081711188075,3212.648942629125,0,0,0,1,0,2,1,0
34,152.61787541591468,8398.578352447425,1,0,2,0,0,4,3,0
65,80.90706704371817,1092.5147931362867,1,3,1,1,0,1,3,1
20,23.27919696591274,8494.15101840818,0,3,1,0,0,9,1,0
26,175.89416563497798,6146.595314865266,1,1,2,0,0,9,3,0
27,97.81881917904427,9202.502357902884,1,0,0,0,1,2,3,0
23,70.91954135082851,9362.70412684426,2,0,0,0,0,9,3,0
71,167.45345154157147,8107.8860779473525,1,3,1,0,1,3,4,1
22,178.19216886769362,5348.090531977843,1,1,1,0,1,9,2,0
47,151.58699165743644,1511.3340474098704,2,1,2,1,0,5,4,1
68,83.77687275477518,2331.696383420039,0,1,0,1,0,5,4,1
67,61.59507106733663,4235.743498489199,2,2,2,1,1,2,2,0
66,148.30394577389532,7317.312016848568,1,2,1,0,0,2,4,0
69,30.342688754252457,5494.056940138703,2,2,2,0,1,8,1,0
15,90.38957737682512,4439.190779724296,1,1,1,0,1,9,3,0
44,156.5849675226697,4827.590177654446,2,0,1,0,1,1,4,0
51,125.31298728244072,7440.717027026317,2,2,2,0,1,3,4,1
65,152.09351240336906,440.1287032541355,0,3,2,1,0,4,3,0
25,123.12493562878431,4482.046276533393,1,3,1,0,0,7,3,1
61,63.14374446304588,5769.761242114824,2,3,0,1,1,7,2,0
17,106.97868622652767,5928.262278476596,2,0,0,0,1,5,1,0
52,159.15117168502243,6225.002336837165,1,2,1,0,1,1,3,0
58,61.4703694549346,629.149014118852,2,0,2,0,0,9,4,1
57,193.3437192989355,5623.684301381119,0,2,1,0,0,9,2,0
38,56.515384742827905,5550.439082689715,1,3,0,0,1,0,2,0
69,22.557261310182316,8563.053136608125,0,3,1,0,0,6,3,0
37,160.05273566822348,7624.763176691393,1,0,1,0,1,9,4,0
34,187.11251868479374,409.1440009530934,0,2,1,0,0,0,3,0
35,64.3956813174419,5603.562103757846,1,3,0,0,1,2,2,0
60,47.910165659635624,6940.346608981941,2,2,0,0,0,8,4,0
39,60.307171099180195,5843.417962192455,1,2,2,0,1,5,4,0
46,133.01562150933137,6796.055254179528,2,1,2,0,0,7,2,0
16,124.22369720084836,1254.894249707572,0,2,0,0,1,8,1,1
31,131.84241255203835,1775.4945263122456,2,0,0,0,1,6,4,0
14,21.392143706772828,5869.0986230229,0,3,1,0,0,7,2,0
47,48.25767493386269,8026.787248869565,2,0,2,0,0,3,4,0
32,63.78284446786951,357.29048801224155,0,2,2,0,0,4,4,1
17,145.47538746904752,4418.778376397998,1,0,1,0,1,6,2,0
56,129.57448941271883,9921.332079685477,1,3,2,1,0,8,4,1
36,132.3022126604546,7680.8830585376745,2,2,0,0,0,7,1,0
42,122.72858263892797,4556.846386310075,1,0,0,0,0,6,2,0
19,154.01254104925133,1070.6002310792087,2,2,0,1,0,3,2,0
7,189.5050074324884,3655.9074351290737,0,2,0,0,0,0,4,0
55,141.24194787767246,1628.8447870694433,0,0,1,1,0,0,1,0
30,154.0932178439417,9215.71146812704,1,2,2,0,0,4,1,1
29,129.4734726891268,6887.879397514001,1,0,1,1,0,6,3,0
67,163.57469372763174,8571.405426070149,2,3,1,0,1,7,2,0
34,189.7373394555104,8984.89878229369,2,2,0,0,0,6,4,0
34,128.9186351228465,6108.209366204543,0,0,1,0,0,3,4,1
2,52.58121348072164,165.323927565736,0,3,1,1,1,6,3,0
27,158.64796278067388,5605.113477167788,2,1,1,1,1,5,4,0
47,137.14996516312243,8044.700512999203,1,2,0,0,0,7,1,0
57,188.0488381157267,3213.4482252335347,1,3,1,1,1,8,2,0
17,68.98411629911466,9284.740087326962,2,2,0,0,1,0,1,0
26,194.60659836189623,9968.510026539047,2,2,0,0,1,1,2,0
10,119.32869604143855,5537.702713418132,1,1,2,0,1,7,3,1
39,193.51959746125246,5359.287008288093,1,3,1,0,0,6,2,0
9,161.12706501058224,6586.374217144781,1,2,0,1,0,6,1,1
25,175.87274405665949,5706.754098438431,1,3,2,0,0,2,4,0
20,78.29150215596395,1688.5138970589041,2,1,2,1,0,6,2,1
15,59.49817704112411,2783.977884528275,0,3,2,1,1,3,3,0
11,132.33505700331835,2097.708932186322,1,1,0,0,0,9,3,0
16,87.37959857430263,814.0417819279479,0,3,0,1,1,9,4,1
22,197.4610886695358,1489.8525297187618,0,1,1,1,0,1,3,0
62,109.18947222391192,9726.03951149094,1,3,0,1,0,0,1,0
24,39.88540859712429,5594.304724884842,2,0,1,0,1,7,2,0
36,109.78448275074061,1346.444015503504,0,0,0,1,0,4,2,0
18,116.31493844194507,7159.642979430809,0,2,2,0,0,9,1,0
20,20.85117015617647,4820.200326158998,2,1,0,0,1,3,3,0
8,64.1880914879793,2324.2448683931575,1,2,1,0,1,8,1,1
15,20.24111671171651,9441.346676030105,1,0,1,1,0,4,2,0
47,120.98023176468627,2322.977266456683,2,2,2,0,1,9,2,1
24,72.58408657605217,1066.1387790124907,2,3,2,0,0,1,2,0
47,51.17736130669567,2137.150508785021,0,1,2,0,0,8,2,0
18,170.94503999386887,9128.09048458353,1,1,1,0,0,9,4,1
32,25.403177173776715,8592.178477406313,1,3,0,0,1,6,2,0
42,144.50763173500064,8953.81376985764,2,1,0,0,0,8,3,0
37,123.1398476320672,9170.171384833222,2,1,1,0,1,4,1,0
33,158.87940011022167,867.2368573308357,1,2,1,0,1,6,3,0
1,43.80739580048868,7142.187649504141,1,1,1,0,1,7,2,0
27,176.88440727210437,6678.760134152687,1,0,1,0,1,3,3,1
17,77.89356079958495,9929.79295191387,0,3,0,1,0,7,4,0
46,21.538495248122835,7175.274787294729,0,1,2,0,0,6,1,1
34,138.20184292434294,7941.11097627527,0,0,0,0,1,2,2,1
3,174.68332518080285,7178.366140583708,1,3,1,0,0,7,3,1
56,83.66445939940485,6243.759700058401,1,2,2,1,1,3,4,0
12,114.96333842538571,5574.931860245777,1,2,0,0,0,1,4,0
26,94.21995860462877,9695.678233341952,1,2,1,0,1,8,4,0
24,27.643762787175312,9369.786348841119,1,2,1,0,1,7,1,1
60,155.5632784155292,4434.71662247067,2,0,1,1,0,3,3,0
58,189.46489471156386,2913.123362417655,0,0,0,1,1,2,3,1
63,95.6140147548844,5139.786660965915,1,1,0,0,0,2,1,0
8,45.998441473907384,7486.534429896327,2,1,0,1,0,5,4,0
26,110.91338349222497,4069.382424081439,0,2,1,0,0,1,2,0
58,182.85584279047745,5418.586405818503,2,3,0,0,0,2,3,0
38,129.04748133336523,3057.1885108357474,1,3,2,0,1,0,2,1
49,58.22436577875818,4334.273247102227,2,2,2,1,1,9,4,0
43,119.57747968358947,9577.22444916611,2,0,1,1,0,4,1,0
59,78.83576874958081,2227.09785481672,2,0,2,0,0,2,2,0
21,24.24080880830683,9888.47087731988,0,2,1,0,0,6,3,1
13,184.45562594354845,2233.84484516617,2,2,0,0,1,8,3,1
3,163.0019736215788,3260.4362207879135,0,0,1,0,1,4,1,1
32,186.33377408751326,962.9333248574452,1,0,1,0,1,1,4,1
21,142.90356189207614,7545.745340293865,1,0,0,1,1,1,3,0
14,100.95295065290775,274.58140941132837,0,2,1,0,0,3,3,0
8,108.77391647272354,7899.624941269893,1,0,1,1,1,9,1,0
7,56.83166972204606,5813.61947402529,0,3,2,0,1,8,2,0
59,89.53383800841327,7512.794559810944,0,0,1,0,0,1,4,0
2,49.49316638631148,7852.892594398494,2,1,2,1,0,4,2,0
69,105.22313033107088,1331.3842498641804,0,0,1,1,1,6,4,0
44,136.26543049466486,311.77439908201825,1,1,0,0,1,9,2,0
66,66.1873238865356,1770.7881704276037,0,3,0,0,0,3,2,0
18,189.8781310343481,3902.2687091454754,0,1,2,0,1,6,3,1
16,136.4322976880062,825.8327752099665,0,2,1,0,1,6,2,0
12,59.58518464867121,4621.7217507257255,2,2,1,1,1,1,4,0
60,50.06011206537403,2922.3847945415323,0,2,1,1,1,1,1,0
54,50.5947376285166,3701.966260506711,1,3,2,1,0,1,1,0
40,195.29402044684673,9409.63741591344,2,2,2,0,1,8,2,0
43,62.59212911318174,7270.2801492164745,1,0,2,1,0,0,4,0
22,50.30728235347878,6615.783875350062,2,3,2,0,0,5,4,0
4,49.51815222693135,6570.295504137889,2,3,2,0,1,6,3,1
21,81.97305898959901,5598.271812383261,1,0,2,0,0,8,1,1
23,130.75682802377423,5178.506311452056,1,0,0,0,1,2,1,0
42,34.23397310897735,8833.310274021485,2,1,0,0,0,8,3,0
41,48.69822408228912,842.5190834742008,2,2,1,1,1,6,1,0
16,195.76148417882206,2956.3481049276315,1,0,1,0,0,4,4,0
36,131.20254229440144,1130.8586626539545,2,3,2,0,1,4,2,0
17,45.143002322623744,209.42324525120716,2,3,0,1,0,6,2,0
54,119.01753977533733,237.2840073066111,2,0,2,0,1,9,4,1
7,63.36875697345404,337.6968339012347,2,2,0,1,0,5,2,1
41,195.25094794942478,6849.201504955336,2,1,0,0,0,7,3,0
62,89.98615151134676,1202.90891351316,0,1,0,1,0,9,1,0
57,45.627521265425486,2103.849918722488,0,2,0,1,1,9,1,0
33,130.33376954119908,4247.942261350003,2,2,2,1,1,8,3,0
26,44.71524739589803,2765.5775183944916,0,3,2,1,0,5,2,0
24,113.25258766338261,8185.306592342955,2,0,2,1,1,2,2,1
31,173.40193231480947,6272.195459254328,2,1,0,0,1,8,3,1
27,82.23153385199686,3399.755183984296,2,2,1,0,1,1,4,0
49,105.94666923481412,3246.0511878390953,0,3,2,0,0,4,1,0
66,39.49869636243231,6868.567847892798,2,1,2,1,0,9,2,0
70,136.34145908963518,1789.6326896984638,0,3,1,1,0,3,2,0
31,40.18157578781632,2877.4023453667337,2,3,2,1,0,1,4,0
25,78.85365195437126,3598.994173172211,0,1,2,0,1,5,1,0
16,171.41291443735955,4600.992358514354,0,3,0,0,0,9,2,1
6,46.98535010329137,1986.2650412907951,1,0,1,1,1,6,4,0
69,171.23061117178818,1656.6066978249803,2,3,1,0,1,1,1,1
17,133.5029362740945,9900.60481691244,0,0,1,0,1,2,4,0
9,45.3878049430279,9140.660444453015,1,2,2,1,1,4,1,0
62,50.3286003677413,5283.820443289752,2,1,1,0,1,8,2,1
13,139.37841019435274,7678.948103721848,0,3,0,0,1,6,2,0
7,151.25081295350188,6772.637378323263,1,0,1,1,0,2,1,1
18,138.03202945263732,843.6318355193076,1,3,1,1,1,9,4,0
45,148.52935175769343,5227.184660439346,1,3,0,0,1,3,3,0
24,85.08502487945101,1920.8022040632777,0,0,2,0,0,6,3,1
55,20.25835638476413,5882.17731341741,2,3,0,1,1,0,4,1
32,115.20207090525817,711.7356209538527,2,1,0,1,0,3,2,0
7,127.01319419223103,1712.7966577346303,1,1,1,0,1,0,1,1
20,143.77781672259397,7839.006719293007,2,1,1,1,1,4,4,1
19,61.636351625119346,8448.149232632004,1,1,1,0,1,1,1,0
62,50.64171906507678,9083.860014636693,0,0,1,0,1,8,1,0
14,169.45497591587693,8977.592817867362,0,3,0,1,0,2,3,1
32,171.43347016580424,9079.586587544285,2,0,2,0,1,4,2,1
9,197.76990286231546,1037.61899489565,1,3,2,0,1,7,2,0
49,81.15692239776735,6628.937587291503,0,2,1,0,0,7,3,0
16,30.623252376194113,7040.432150777865,2,3,1,0,0,8,4,0
24,105.65908449165057,2755.1308499593474,1,3,1,1,1,2,1,1
30,106.35427318667733,9930.014476950915,0,1,2,0,1,2,3,0
8,26.575435412563174,2929.702552699326,2,3,0,0,1,3,3,0
10,123.51105775743922,5791.390296118539,1,2,0,1,0,5,2,0
36,66.9474271659374,8736.318681100523,1,0,2,0,1,6,4,0
24,41.44257542177829,2962.942528372144,0,1,0,1,1,0,3,0
8,128.88042636368422,6104.402663698864,2,2,2,0,0,1,1,0
1,70.82226405669383,7228.145272465662,2,2,0,0,0,2,3,0
33,121.08325717700737,6304.435215385156,1,2,0,1,0,0,1,0
31,22.737807116379038,4119.052624862801,0,0,1,0,1,2,4,1
62,85.91946058014334,9453.073345596824,0,0,2,1,1,3,3,0
35,175.77616036383895,6161.868600667661,2,2,2,1,0,5,1,1
44,137.02108460332613,2321.1664486680743,1,0,1,0,0,4,2,1
47,176.15182997043283,8080.679534007744,2,3,1,0,1,5,2,1
32,153.28540962471791,6593.195838756311,2,3,2,1,0,8,3,0
63,149.54878004127042,1184.200497170571,1,0,2,0,0,0,2,0
22,176.60416889245113,2853.606926681581,0,2,1,0,1,2,3,0
7,23.517760345588748,1665.5660448731478,2,2,2,1,1,7,1,1
6,95.59969554031686,819.4630824157316,1,1,1,1,1,8,1,1
41,192.87453047094982,2378.9775491747214,0,2,2,0,1,1,4,0
12,51.88911267019481,2853.569234862901,1,1,1,0,1,9,2,0
40,137.67092402337374,4718.599144140276,1,1,2,0,1,4,4,0
69,162.23477551845417,9695.703710141197,1,2,2,0,1,2,3,0
58,188.04881363571997,9438.36095645353,0,0,0,1,1,9,1,1
3,176.9235484864374,7561.463570884624,0,1,2,1,1,1,3,0
43,141.78462245140685,6500.46322487363,0,1,1,0,1,8,4,0
8,148.00886469321102,9477.999425462896,2,1,0,1,0,4,2,0
13,81.7465311870211,1510.2273066516657,2,0,1,1,0,8,3,0
56,60.30840497665635,3370.2722307261815,0,0,1,1,1,0,4,0
19,192.5521069754201,5577.939269938323,2,1,1,0,1,3,2,0
23,195.60187649711222,8157.948271628134,1,0,1,1,1,0,3,0
43,96.42848070570167,6275.4876879565645,1,1,2,1,1,4,4,0
24,93.94841626264565,8107.804960811556,1,1,1,1,0,4,4,1
3,101.309208912516,1615.4430248927156,2,3,0,0,1,6,2,1
14,103.05449975621427,2008.07498923149,0,0,0,1,0,6,3,0
33,171.5899727293483,7431.595753364256,2,3,1,1,1,7,3,0
27,97.5250072913067,3548.323967205617,2,3,2,0,1,5,4,0
12,178.82324131716442,4417.334481937482,0,2,0,0,0,9,3,0
46,145.13325143836124,7937.478913461691,1,1,2,1,1,2,2,0
71,193.77044174368476,793.3585813787829,0,1,0,0,0,8,4,1
46,141.42086623201263,1762.9969963580927,1,1,1,0,0,4,4,0
16,94.19174444396631,3028.5270481150988,0,1,0,0,0,8,3,0
58,185.23631548412146,8846.585349860703,2,3,1,0,0,4,4,1
14,61.36299512667707,4108.320647070461,0,3,2,1,1,2,2,0
43,193.69199589258557,2595.8776084181463,0,3,0,1,0,6,1,0
25,27.817219064650192,6816.430947436943,1,3,0,0,1,8,4,0
15,135.3693074753259,399.87234166580504,0,1,1,0,0,0,3,0
30,23.28493718343497,7773.556968561782,0,0,2,0,1,2,3,1
44,56.71527893294095,7009.137837436548,0,0,1,0,1,6,2,1
9,103.51554557596829,645.324490518644,0,1,1,0,0,8,3,0
11,48.48914594686338,5030.485589523912,2,0,2,1,0,3,3,0
66,197.98829114662107,4101.089113451459,0,2,1,1,0,4,1,0
22,159.14224915489476,1665.5782003835905,0,2,1,1,1,7,4,0
20,173.15381981775326,1625.043164302858,1,0,2,1,1,3,3,0
29,196.23268251650694,1685.9623029580164,0,0,0,1,0,1,3,0
63,141.45836688439363,6036.657606203013,2,3,2,0,0,6,1,0
41,67.98767302167516,1793.9558479771129,1,1,2,1,1,1,4,0
48,156.25165456404775,689.9998055540198,1,1,2,1,1,5,2,0
27,125.17600466017164,9580.012189371293,0,2,1,0,0,6,1,0
31,68.14983034109963,487.8003732785034,1,0,2,1,1,7,1,0
25,86.11120216266691,6672.570877991168,1,0,1,0,1,4,3,1
49,129.41622622150754,9366.725944496831,0,2,2,1,0,0,3,0
70,91.18180105384545,475.5597976472824,2,2,2,0,0,2,2,0
64,62.323755999402685,9660.745631990278,2,3,1,0,1,9,2,0
56,97.38617472415606,5073.157167058664,0,3,1,0,1,8,2,0
7,62.04815743753891,7872.343650773244,1,0,0,1,1,5,1,0
70,177.51990548081878,6288.707027717106,0,2,0,1,1,4,1,0
35,144.93325956729956,6206.785115156957,0,0,1,0,0,0,1,0
21,87.7767508511373,7908.709389712702,1,2,0,1,1,3,2,0
47,190.17937638849276,747.8562256517056,1,2,1,0,1,4,4,0
60,90.01072270178591,3984.659803602232,0,2,0,0,0,1,2,0
17,123.4044532824526,9698.724142350631,1,1,0,0,0,4,3,0
17,112.13698147200495,640.4140779329124,1,1,1,0,1,2,1,0
71,41.94497548124377,2701.6784683555106,2,1,2,0,0,7,3,1
25,96.28255745039182,6753.858736131174,2,3,1,1,1,9,2,1
34,33.958210292884345,1094.3126540678704,0,3,0,0,0,0,3,0
26,50.699236106114235,5413.068338840307,0,2,0,0,1,3,1,0
6,161.75508771939874,7162.367151007724,0,1,1,0,0,8,4,0
10,74.47914640768803,7598.461760564783,2,2,0,0,1,0,4,0
3,36.01205984676031,5655.776971918994,1,1,1,0,0,5,2,0
59,149.4125605256714,5056.240060121986,0,3,0,0,1,5,4,0
69,164.43137616558107,7167.498422692009,2,3,0,0,0,1,1,0
48,124.05393419193288,1536.0901956263758,0,0,2,1,1,0,2,0
23,184.8100938878913,6837.127407480887,2,2,1,0,0,0,1,0
5,172.89967862915617,9200.52874903968,2,3,2,1,1,9,3,0
56,119.48832032384803,6859.255391971671,1,1,2,0,1,4,2,0
38,152.66187106572707,560.3859922228371,2,3,0,0,1,4,4,1
7,79.26353040556967,5109.263203178689,1,1,1,1,1,9,1,0
17,134.53129049496573,7290.125351040551,0,2,0,0,0,6,2,0
9,195.84707259111443,528.1177364137145,1,2,1,1,1,8,2,1
46,163.97703225221525,7645.762876135546,0,2,2,0,1,3,4,0
37,87.41660461429198,2887.867782630983,0,3,0,0,1,3,1,1
7,187.82586620067528,5928.8545882894705,1,3,0,0,1,6,3,0
17,168.5245822595473,9666.801040050354,0,2,2,0,0,8,4,0
41,26.699834841783264,9949.801900906416,0,3,2,0,1,6,2,1
64,154.28089839096575,6380.636202900445,0,2,1,1,1,7,1,1
57,195.75186937375585,4965.688883604225,0,2,0,0,1,9,2,0
45,77.18718135356904,1859.1538213505632,2,2,2,0,1,6,4,1
8,69.56054970329225,2162.5040691911895,2,0,1,1,0,8,3,0
10,135.21206265680752,4349.080123643325,1,1,1,0,1,5,3,1
54,39.82195926220528,7052.634735737827,2,0,2,0,1,8,1,0
66,141.49566520242928,7716.100853921668,2,2,0,1,0,2,3,1
44,60.7843184091586,2296.8929477846973,2,3,2,1,1,3,2,0
48,101.27559581931014,5400.6260690929585,2,3,2,1,0,8,3,1
71,180.5546375922028,5956.890137904564,2,0,1,0,0,1,3,0
2,163.42170309132206,8941.47239767455,2,2,1,0,0,1,3,0
6,39.43856334735441,8776.573461463753,1,1,1,0,1,9,2,1
45,157.04919385772575,8192.11349326296,1,1,2,1,0,7,3,0
10,94.10794938448039,5214.948751618301,1,3,1,1,1,9,2,0
9,198.99950459078025,744.323221771685,2,1,2,0,1,5,1,0
32,73.95250452889596,3411.2874766306386,2,0,2,0,0,4,2,0
2,104.70784760175326,6255.032763239425,2,3,1,0,0,1,2,0
21,81.41200391739497,6412.311269727624,0,1,2,0,0,0,1,0
3,125.51468226576284,8505.82256932635,2,2,1,0,1,2,3,1
23,67.85763078162978,3856.0002640289176,1,1,2,0,0,5,3,0
37,184.27642823755681,9372.559146281297,0,0,2,0,0,4,1,0
36,131.05804242504092,1716.0291530771215,0,1,1,1,1,5,3,0
14,189.68776824826196,593.6717346307714,2,1,2,0,1,6,3,0
15,142.49320201020765,1849.242009591137,2,0,2,0,1,6,1,0
35,53.4502201089238,4676.999194190186,1,0,1,0,1,2,3,1
22,22.775531336167578,8246.793997818611,1,0,0,0,0,9,4,0
47,93.36391511819798,1622.979775709409,2,2,1,0,1,7,1,0
36,198.83189044118865,5527.045954583172,1,1,0,1,1,7,3,1
15,177.84700483074772,7788.254943425635,1,2,2,1,1,2,3,0
58,172.42425773897227,445.1299969464175,2,2,0,0,0,5,3,1
31,122.36315854130714,511.0483551516668,1,0,1,1,0,8,4,0
41,37.07108933382338,4956.852758279581,0,3,2,0,1,0,3,0
26,22.73151631611237,1908.198166754951,0,2,0,1,0,1,1,0
30,170.95209806921181,4560.633056520277,1,1,1,0,1,1,4,0
12,51.93067097519785,534.9613493663633,0,0,0,0,0,4,2,1
31,33.80547009622208,9771.019437722987,1,2,1,0,1,5,2,1
2,147.75606892697675,6576.469657411048,0,1,2,1,0,2,1,0
20,20.211375987865324,6898.290386959304,1,1,1,0,1,3,1,0
58,153.34716985873416,5146.314102336106,2,1,0,0,0,9,3,1
20,54.61970994007043,8266.610790106188,1,2,2,1,0,1,3,1
34,77.85099825303928,8350.737071478266,2,0,2,0,1,2,4,0
60,50.90559331307256,1674.9976475452238,1,0,1,1,0,7,4,0
34,159.8866573144277,7707.114117134021,1,3,2,0,0,4,4,1
37,107.25908693608046,5710.080835796968,2,1,0,1,0,1,4,1
67,49.849370737279955,7647.612208097088,0,0,2,0,0,9,2,0
19,26.935630233541005,9195.12555855939,2,3,1,1,1,9,2,0
52,197.6077193551267,3417.4521163331456,0,3,1,0,0,1,1,0
44,148.58612863706114,5752.024257857067,1,0,2,1,1,3,1,0
27,142.39144307712556,7896.080825767025,0,0,0,0,0,8,3,0
38,110.50560240547188,9869.009059842241,1,0,2,0,0,5,3,1
21,98.2975056700958,6164.505135448623,2,2,2,0,1,0,3,1
38,163.27362070528625,7240.157322644763,0,0,1,0,0,3,2,0
13,168.7893702594174,8478.816067152658,1,0,2,0,1,2,4,1
21,30.998217941687784,7537.68501286824,0,2,0,1,0,0,2,0
42,174.69567069985925,9429.086989303503,2,0,0,1,1,5,1,1
48,157.07905923400517,2374.122118357434,1,0,0,0,1,9,2,0
46,107.5182966911454,9087.178176668229,2,0,0,0,1,0,3,0
57,105.73839410612649,2150.3468881644458,1,1,0,1,1,0,1,0
52,170.26343468461198,5694.76688556596,0,2,2,1,1,6,2,0
22,162.841150912639,5276.675149642512,0,0,0,0,0,0,4,0
17,44.98343267504791,8330.18389285558,0,2,0,0,1,2,3,0
26,118.85517835620234,4045.6175099734546,0,3,2,0,1,4,1,0
39,194.4843371282489,1517.510324181099,2,3,2,1,0,2,2,0
71,152.38312713318257,7097.277272193602,1,2,0,0,1,5,1,0
63,195.13609167726233,6105.656790277372,0,0,0,1,1,8,1,0
51,159.67954522093422,8287.975652004987,0,2,1,0,1,1,2,1
30,114.4390593707466,7610.444519648079,0,1,0,0,1,6,3,0
41,128.88247938491602,8958.769618340579,0,3,0,1,0,3,2,0
33,147.6944088558647,8407.26406839917,1,2,1,0,1,5,4,1
50,151.18880669535835,6891.759440429638,0,0,2,0,0,9,4,0
63,154.5605842589291,4710.502705647368,1,0,2,0,1,9,3,1
39,187.44668179228628,301.6068345537183,2,3,2,0,0,5,1,0
28,75.64968618715,3145.176794423069,0,1,0,1,1,7,3,1
18,169.30505784118378,7302.471151867365,0,3,1,0,1,6,3,0
59,122.54270645850477,689.07997110071,2,0,1,0,1,4,1,0
66,179.35934206409922,7590.287122484711,2,1,0,0,0,6,2,0
43,133.59687434620395,5212.197142602255,0,2,0,0,1,5,1,1
13,188.3267708772022,8691.079588473895,0,3,0,0,1,4,3,1
1,96.3260365301073,6632.178991903114,2,2,0,0,1,8,4,0
32,37.87270288044658,8004.574392359718,1,2,2,0,1,3,2,1
10,136.07539952110096,1797.8977304266784,1,0,1,0,0,6,2,1
15,159.42609339117587,1811.8502282732081,2,0,1,0,1,6,1,0
17,144.4581570675686,2189.8021064803024,0,1,1,0,1,2,1,0
63,150.49666126555874,3399.786494349906,0,2,2,0,0,7,3,0
54,25.198508093662664,9053.83337563685,0,1,2,1,1,8,2,1
23,193.68627095745921,7765.643967350808,2,1,1,1,1,4,2,0
71,67.55228799475796,3709.9657733640065,2,3,2,1,0,0,1,1
50,94.49517459131943,9192.961756789091,1,3,2,0,1,0,1,0
59,95.31609251664821,7811.366670788888,2,0,1,1,0,4,4,1
36,183.21600246944138,6594.968578828026,0,2,0,0,1,1,3,0
6,153.88393486121677,4422.0108323968125,2,1,1,0,1,1,4,0
66,131.63716035947039,6551.433049610046,2,2,0,0,0,5,3,0
32,41.59502479638026,5972.967706295894,0,0,2,0,1,4,4,1
53,78.21739087277115,7840.472602949575,0,2,0,0,0,1,2,0
69,108.5188784814745,2333.2373628137407,2,1,0,0,1,4,1,0
2,40.68220692820713,8867.219924429824,2,1,0,1,0,3,3,0
43,122.83538594596168,5959.512711819223,0,2,0,0,0,5,2,0
40,58.58136308623847,8086.909734612305,0,2,2,0,0,0,3,0
68,168.40807063602355,3538.297421672186,2,2,1,0,1,2,2,1
4,169.20897125790293,3979.951018602794,2,1,1,0,0,4,3,1
46,127.81024924413926,9379.152632500069,1,1,0,0,0,7,1,0
20,84.71029541616686,6257.355415150266,0,3,1,0,0,1,2,1
14,28.01992872673719,3245.5984887019804,2,1,1,0,0,7,1,0
14,133.2179350214542,913.3600521507549,0,2,1,1,0,7,1,0
49,161.22549416407875,4400.092967610242,0,1,1,0,0,5,2,1
3,162.27183481105823,8505.919943352148,0,2,2,0,0,4,3,0
21,107.20450574143462,2589.17488173949,0,1,1,1,0,6,3,0
61,45.276331391373105,8616.841658376776,2,1,0,0,0,5,2,0
2,31.666513946610877,1700.3047464039607,1,2,1,0,0,8,2,0
21,30.031418057420467,1386.3315640460366,1,0,2,0,1,1,4,0
10,64.90597055558788,6096.35162129368,2,3,1,0,1,5,1,1
19,45.467228584846026,8065.9153861526565,1,1,0,0,1,6,2,0
53,50.39607432852864,7822.523944686823,0,0,2,1,1,0,2,0
49,145.81870596170995,5481.725788959007,2,1,1,0,0,8,2,1
8,52.31130290602285,6423.048155591658,2,1,0,0,1,7,1,0
57,144.62031415424883,2656.1729781102013,2,1,0,1,1,4,1,1
24,83.28971275499453,5557.087015760759,0,2,0,1,1,4,1,1
47,159.46013784441035,2156.244897473302,0,1,1,0,0,8,1,1
21,48.629770852539146,9290.749201785307,0,0,2,0,1,1,4,0
8,24.20583297789361,6812.761683371588,2,1,1,1,1,5,4,0
19,36.05952926067206,5689.975757533736,0,1,2,1,0,3,2,1
30,193.90661524520792,2546.7086481750935,2,1,2,0,1,3,1,0
26,116.83101843665568,4148.884049111064,0,2,0,0,1,7,2,0
20,129.2655399405494,7824.145738686676,0,2,0,0,0,2,1,0
45,194.06104171656386,2470.1425924190908,0,0,0,0,0,7,2,0
64,159.68107213201662,1375.6862593252797,0,2,1,1,1,9,3,0
30,40.27742442799132,3142.801038832467,1,1,2,0,1,4,1,0
53,95.91906920823388,7965.270300940065,0,2,0,0,0,1,2,0
50,167.85073903403764,8842.849227358176,1,3,1,0,1,4,2,0
62,139.69884325766725,4202.196985524823,2,2,2,0,1,3,1,0
42,58.833921830821325,7834.451256268425,2,1,2,0,1,8,1,0
28,165.02735687742162,3389.0179110621966,1,1,1,0,0,5,4,0
58,120.59026754294506,5137.026736314819,2,3,2,1,1,2,2,0
31,161.89714989998913,299.82621763145687,0,2,1,1,1,1,3,0
59,132.76370897803866,7148.759165636781,1,1,0,0,1,6,4,0
12,103.3172928615645,7215.238298003877,1,2,2,1,1,0,1,0
45,151.13200967116794,1092.0168907035686,2,2,1,0,0,4,3,0
66,175.8164333297835,3652.1709168723287,2,1,0,0,1,4,2,0
68,103.80175157070293,4887.112096934956,1,0,0,1,1,3,4,0
32,25.361791349676817,7763.653824018558,2,2,0,0,0,2,4,0
41,126.78047750404446,8253.704665106601,1,3,2,0,0,8,2,1
